Metadata_DNA	Model_type	Mitocheck_Phenotypic_Class	Model_Feature_Type	Average_Rank	Average_P_Value	Min_IQR_Rank	Max_IQR_Rank	Min_IQR_P_Value	Max_IQR_P_Value	Count
LT0023_04/LT0023_04_5_50.tif	final	MetaphaseAlignment	DP	9.0	4.227216412704548e-06	9.0	9.0	4.227216412704548e-06	4.227216412704548e-06	1
LT0023_04/LT0023_04_5_50.tif	final	Polylobed	CP	2.0	0.47669387205604186	1.5	2.5	0.24263025008451927	0.7107574940275645	2
LT0023_04/LT0023_04_5_50.tif	final	Polylobed	CP_and_DP	2.5	0.47322378120504766	1.75	3.25	0.2537283775105505	0.6927191848995449	2
LT0023_04/LT0023_04_5_50.tif	final	Polylobed	DP	3.0	0.48478174236179167	2.0	4.0	0.27263749088213196	0.6969259938414514	2
LT0023_04/LT0023_04_5_50.tif	shuffled	MetaphaseAlignment	CP	11.0	0.0151929696188921	11.0	11.0	0.0151929696188921	0.0151929696188921	1
LT0023_04/LT0023_04_5_50.tif	shuffled	MetaphaseAlignment	CP_and_DP	3.0	0.1252432629695175	3.0	3.0	0.1252432629695175	0.1252432629695175	1
LT0023_04/LT0023_04_5_50.tif	shuffled	MetaphaseAlignment	DP	12.0	0.0224794444394648	12.0	12.0	0.0224794444394648	0.0224794444394648	1
LT0023_04/LT0023_04_5_50.tif	shuffled	Polylobed	CP	5.5	0.10077122583551795	3.75	7.25	0.06961368975842687	0.13192876191260902	2
LT0023_04/LT0023_04_5_50.tif	shuffled	Polylobed	CP_and_DP	7.5	0.0077064159395519	6.25	8.75	0.00422784662967775	0.01118498524942605	2
LT0023_04/LT0023_04_5_50.tif	shuffled	Polylobed	DP	5.0	0.1189798796293662	3.0	7.0	0.08761028996325554	0.15034946929547685	2
LT0023_04/LT0023_04_5_51.tif	final	MetaphaseAlignment	CP	8.0	0.000240336855705	8.0	8.0	0.000240336855705	0.000240336855705	1
LT0023_04/LT0023_04_5_51.tif	final	MetaphaseAlignment	CP_and_DP	8.0	0.0005658226578168	8.0	8.0	0.0005658226578168	0.0005658226578168	1
LT0023_04/LT0023_04_5_51.tif	final	MetaphaseAlignment	DP	8.0	0.0003249997748328	8.0	8.0	0.0003249997748328	0.0003249997748328	1
LT0023_04/LT0023_04_5_51.tif	final	Polylobed	CP	3.0	0.0179583317041904	3.0	3.0	0.0179583317041904	0.0179583317041904	1
LT0023_04/LT0023_04_5_51.tif	final	Polylobed	CP_and_DP	3.0	0.0221026794990595	3.0	3.0	0.0221026794990595	0.0221026794990595	1
LT0023_04/LT0023_04_5_51.tif	final	Polylobed	DP	4.0	0.0251613028888567	4.0	4.0	0.0251613028888567	0.0251613028888567	1
LT0023_04/LT0023_04_5_51.tif	shuffled	MetaphaseAlignment	CP	6.0	0.0748146796141037	6.0	6.0	0.0748146796141037	0.0748146796141037	1
LT0023_04/LT0023_04_5_51.tif	shuffled	MetaphaseAlignment	CP_and_DP	5.0	0.0540790174928612	5.0	5.0	0.0540790174928612	0.0540790174928612	1
LT0023_04/LT0023_04_5_51.tif	shuffled	MetaphaseAlignment	DP	12.0	1.5667880903567855e-05	12.0	12.0	1.5667880903567855e-05	1.5667880903567855e-05	1
LT0023_04/LT0023_04_5_51.tif	shuffled	Polylobed	CP	4.0	0.1011683643555715	4.0	4.0	0.1011683643555715	0.1011683643555715	1
LT0023_04/LT0023_04_5_51.tif	shuffled	Polylobed	CP_and_DP	2.0	0.1544496643451395	2.0	2.0	0.1544496643451395	0.1544496643451395	1
LT0023_04/LT0023_04_5_51.tif	shuffled	Polylobed	DP	1.0	0.9190969723998385	1.0	1.0	0.9190969723998385	0.9190969723998385	1
LT0023_04/LT0023_04_5_64.tif	final	Anaphase	CP	7.5	0.0478446914571764	4.75	10.25	0.024352063322958847	0.07133731959139394	2
LT0023_04/LT0023_04_5_64.tif	final	Anaphase	CP_and_DP	5.5	0.0199521611376024	3.75	7.25	0.01006640178976355	0.029837920485441254	2
LT0023_04/LT0023_04_5_64.tif	final	Anaphase	DP	6.5	0.052705048370136495	4.25	8.75	0.026393689018872936	0.07901640772140005	2
LT0023_04/LT0023_04_5_64.tif	final	Metaphase	CP	10.5	0.0012475879020741045	10.25	10.75	0.0006291076127347067	0.0018660681914135025	2
LT0023_04/LT0023_04_5_64.tif	final	Metaphase	CP_and_DP	9.5	0.0028005207974387625	7.75	11.25	0.0014110110887665935	0.004190030506110932	2
LT0023_04/LT0023_04_5_64.tif	final	Metaphase	DP	9.5	0.005161465352953985	6.75	12.25	0.002606160661862377	0.007716770044045593	2
LT0023_04/LT0023_04_5_64.tif	final	MetaphaseAlignment	CP	3.0	0.018067752944533	3.0	3.0	0.01114342220548155	0.02499208368358445	2
LT0023_04/LT0023_04_5_64.tif	final	MetaphaseAlignment	CP_and_DP	4.0	0.00183251977636445	4.0	4.0	0.001772142439369125	0.001892897113359775	2
LT0023_04/LT0023_04_5_64.tif	final	MetaphaseAlignment	DP	7.0	0.0035170454688379	6.0	8.0	0.00265029235787055	0.00438379857980525	2
LT0023_04/LT0023_04_5_64.tif	final	Polylobed	CP	13.0	0.0012154051458378014	12.5	13.5	0.000607702573348902	0.0018231077183267007	2
LT0023_04/LT0023_04_5_64.tif	final	Polylobed	CP_and_DP	10.0	0.026196971308360628	8.5	11.5	0.013098615349487792	0.03929532726723346	2
LT0023_04/LT0023_04_5_64.tif	final	Polylobed	DP	4.0	0.09521581457033776	3.0	5.0	0.04821096129316443	0.14222066784751108	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Anaphase	CP	13.5	0.02355817739303055	13.25	13.75	0.015711792813159875	0.03140456197290122	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Anaphase	CP_and_DP	6.0	0.0498420820965544	4.5	7.5	0.02634586039736	0.0733383037957488	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Anaphase	DP	5.0	0.06620245148506045	4.0	6.0	0.038006527376881975	0.09439837559323892	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Metaphase	CP	8.0	0.03669564959376755	6.5	9.5	0.027599485246144775	0.04579181394139033	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Metaphase	CP_and_DP	10.0	0.0174105661635644	9.5	10.5	0.009493309565529401	0.0253278227615994	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Metaphase	DP	9.0	0.0017777848090741498	8.5	9.5	0.001440552590445125	0.002115017027703175	2
LT0023_04/LT0023_04_5_64.tif	shuffled	MetaphaseAlignment	CP	9.0	0.05018698329698275	8.5	9.5	0.04630012144388983	0.05407384515007567	2
LT0023_04/LT0023_04_5_64.tif	shuffled	MetaphaseAlignment	CP_and_DP	5.0	0.0472115271485862	4.5	5.5	0.041367139690811405	0.053055914606361	2
LT0023_04/LT0023_04_5_64.tif	shuffled	MetaphaseAlignment	DP	8.5	0.0007710810172625478	8.25	8.75	0.00039284704026057167	0.0011493149942645238	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Polylobed	CP	2.5	0.1538505865879686	1.75	3.25	0.1182539738847207	0.1894471992912165	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Polylobed	CP_and_DP	1.5	0.2849018484800751	1.25	1.75	0.20611158779502084	0.36369210916512934	2
LT0023_04/LT0023_04_5_64.tif	shuffled	Polylobed	DP	9.0	0.017057248044973102	6.0	12.0	0.008528805753029505	0.025585690336916704	2
LT0023_04/LT0023_04_5_7.tif	final	Anaphase	CP	6.5	0.3572753846292635	3.75	9.25	0.17864752087395364	0.5359032483845734	2
LT0023_04/LT0023_04_5_7.tif	final	Anaphase	CP_and_DP	7.5	0.49839289169204837	4.25	10.75	0.25051002934485495	0.7462757540392417	2
LT0023_04/LT0023_04_5_7.tif	final	Anaphase	DP	4.5	0.5040738566383361	2.75	6.25	0.2566073044704674	0.7515404088062049	2
LT0023_04/LT0023_04_5_7.tif	final	Metaphase	CP	3.0	0.1795923183854109	3.0	3.0	0.1795923183854109	0.1795923183854109	1
LT0023_04/LT0023_04_5_7.tif	final	Metaphase	CP_and_DP	2.0	0.0033990388792686	2.0	2.0	0.0033990388792686	0.0033990388792686	1
LT0023_04/LT0023_04_5_7.tif	final	Metaphase	DP	3.0	0.0001701151017421	3.0	3.0	0.0001701151017421	0.0001701151017421	1
LT0023_04/LT0023_04_5_7.tif	final	MetaphaseAlignment	CP	4.0	0.0215144107406305	4.0	4.0	0.0215144107406305	0.0215144107406305	1
LT0023_04/LT0023_04_5_7.tif	final	MetaphaseAlignment	CP_and_DP	4.0	0.1744511829537456	4.0	4.0	0.1744511829537456	0.1744511829537456	1
LT0023_04/LT0023_04_5_7.tif	final	MetaphaseAlignment	DP	3.0	0.1401727800616938	3.0	3.0	0.1401727800616938	0.1401727800616938	1
LT0023_04/LT0023_04_5_7.tif	shuffled	Anaphase	CP	9.0	0.042457290165087355	9.0	9.0	0.042081398115181474	0.04283318221499323	2
LT0023_04/LT0023_04_5_7.tif	shuffled	Anaphase	CP_and_DP	9.5	0.0165319218687262	9.25	9.75	0.01460124734299445	0.01846259639445795	2
LT0023_04/LT0023_04_5_7.tif	shuffled	Anaphase	DP	6.5	0.05938928107342781	5.75	7.25	0.05359566800768315	0.06518289413917246	2
LT0023_04/LT0023_04_5_7.tif	shuffled	Metaphase	CP	13.0	0.0129646014664351	13.0	13.0	0.0129646014664351	0.0129646014664351	1
LT0023_04/LT0023_04_5_7.tif	shuffled	Metaphase	CP_and_DP	15.0	0.0006696903903731	15.0	15.0	0.0006696903903731	0.0006696903903731	1
LT0023_04/LT0023_04_5_7.tif	shuffled	Metaphase	DP	11.0	0.0191519601890304	11.0	11.0	0.0191519601890304	0.0191519601890304	1
LT0023_04/LT0023_04_5_7.tif	shuffled	MetaphaseAlignment	CP	3.0	0.1475834110114112	3.0	3.0	0.1475834110114112	0.1475834110114112	1
LT0023_04/LT0023_04_5_7.tif	shuffled	MetaphaseAlignment	CP_and_DP	8.0	0.005851415798887	8.0	8.0	0.005851415798887	0.005851415798887	1
LT0023_04/LT0023_04_5_7.tif	shuffled	MetaphaseAlignment	DP	5.0	0.065378320236918	5.0	5.0	0.065378320236918	0.065378320236918	1
LT0023_04/LT0023_04_5_72.tif	final	ADCCM	CP	5.0	0.0004367789564655	5.0	5.0	0.0004367789564655	0.0004367789564655	1
LT0023_04/LT0023_04_5_72.tif	final	ADCCM	CP_and_DP	4.0	0.0001515729767343	4.0	4.0	0.0001515729767343	0.0001515729767343	1
LT0023_04/LT0023_04_5_72.tif	final	ADCCM	DP	8.0	6.624022496556865e-06	8.0	8.0	6.624022496556865e-06	6.624022496556865e-06	1
LT0023_04/LT0023_04_5_72.tif	final	Polylobed	CP	2.0	0.6462759560669021	1.0	2.0	0.5467439838652307	0.898700068012851	4
LT0023_04/LT0023_04_5_72.tif	final	Polylobed	CP_and_DP	2.25	0.4997837776915545	1.0	2.75	0.33374340247242384	0.6781160004396035	4
LT0023_04/LT0023_04_5_72.tif	final	Polylobed	DP	2.75	0.27630605443780415	1.75	3.0	0.0595672598229946	0.28126868367732016	4
LT0023_04/LT0023_04_5_72.tif	shuffled	ADCCM	CP	9.0	0.0302915147909217	9.0	9.0	0.0302915147909217	0.0302915147909217	1
LT0023_04/LT0023_04_5_72.tif	shuffled	ADCCM	CP_and_DP	12.0	0.0004962528604741	12.0	12.0	0.0004962528604741	0.0004962528604741	1
LT0023_04/LT0023_04_5_72.tif	shuffled	ADCCM	DP	5.0	0.0663483881897686	5.0	5.0	0.0663483881897686	0.0663483881897686	1
LT0023_04/LT0023_04_5_72.tif	shuffled	Polylobed	CP	4.0	0.08567669457157942	2.75	4.75	0.08102991371288028	0.0941271392103296	4
LT0023_04/LT0023_04_5_72.tif	shuffled	Polylobed	CP_and_DP	7.5	0.2547180157469926	7.0	10.0	0.00126621451164845	0.26337445248451097	4
LT0023_04/LT0023_04_5_72.tif	shuffled	Polylobed	DP	4.75	0.11253168542703579	3.25	7.0	0.0624710604786273	0.12563632200525804	4
LT0023_04/LT0023_04_5_8.tif	final	Prometaphase	CP	1.0	0.8399799409754293	1.0	1.0	0.8399799409754293	0.8399799409754293	1
LT0023_04/LT0023_04_5_8.tif	final	Prometaphase	CP_and_DP	2.0	0.1491960404272714	2.0	2.0	0.1491960404272714	0.1491960404272714	1
LT0023_04/LT0023_04_5_8.tif	final	Prometaphase	DP	3.0	0.0536600836978791	3.0	3.0	0.0536600836978791	0.0536600836978791	1
LT0023_04/LT0023_04_5_8.tif	shuffled	Prometaphase	CP	9.0	0.0441460803070031	9.0	9.0	0.0441460803070031	0.0441460803070031	1
LT0023_04/LT0023_04_5_8.tif	shuffled	Prometaphase	CP_and_DP	5.0	0.0595386285546289	5.0	5.0	0.0595386285546289	0.0595386285546289	1
LT0023_04/LT0023_04_5_8.tif	shuffled	Prometaphase	DP	7.0	0.0422439369552766	7.0	7.0	0.0422439369552766	0.0422439369552766	1
LT0023_04/LT0023_04_5_87.tif	final	Anaphase	CP	8.5	0.01648169565097445	7.25	9.75	0.008592177314019823	0.024371213987929075	2
LT0023_04/LT0023_04_5_87.tif	final	Anaphase	CP_and_DP	7.0	0.020315254613765998	5.5	8.5	0.0113281347592771	0.0293023744682549	2
LT0023_04/LT0023_04_5_87.tif	final	Anaphase	DP	7.0	0.00960025775694575	6.0	8.0	0.006982405683590175	0.012218109830301326	2
LT0023_04/LT0023_04_5_87.tif	final	Binuclear	CP	11.0	0.01635829349533312	9.0	15.0	4.782762257552979e-05	0.02453744023175378	3
LT0023_04/LT0023_04_5_87.tif	final	Binuclear	CP_and_DP	9.333333333333334	0.003968208269029383	7.0	12.0	0.0017165749376310238	0.0059504918539405	3
LT0023_04/LT0023_04_5_87.tif	final	Binuclear	DP	5.666666666666667	0.0255278449626712	5.0	6.0	0.01078511919958565	0.036678253915806903	3
LT0023_04/LT0023_04_5_87.tif	final	Interphase	CP	8.4	0.044147480255593466	3.75	13.25	9.349710225816751e-06	0.0151072378761147	10
LT0023_04/LT0023_04_5_87.tif	final	Interphase	CP_and_DP	9.4	0.03664550206541182	4.0	15.0	3.3330426716100654e-05	0.013614236593461474	10
LT0023_04/LT0023_04_5_87.tif	final	Interphase	DP	6.4	0.018492971228824602	4.0	8.0	0.00143300624105365	0.039259834803108073	10
LT0023_04/LT0023_04_5_87.tif	final	Metaphase	CP	11.333333333333334	0.005249491048636333	10.5	12.0	0.00249767092086305	0.007613607898411701	3
LT0023_04/LT0023_04_5_87.tif	final	Metaphase	CP_and_DP	10.333333333333334	0.024225264798894766	8.5	13.0	0.0002970039506607	0.03625661230160135	3
LT0023_04/LT0023_04_5_87.tif	final	Metaphase	DP	11.666666666666666	0.027639878688089068	10.5	14.0	0.0002618963090269062	0.0414430507852529	3
LT0023_04/LT0023_04_5_87.tif	final	MetaphaseAlignment	CP	4.333333333333333	0.040451897507762964	3.0	5.0	0.00997031051987915	0.0605030165103407	3
LT0023_04/LT0023_04_5_87.tif	final	MetaphaseAlignment	CP_and_DP	5.333333333333333	0.05050004486523166	4.5	7.0	0.00327176973999725	0.0755524998355468	3
LT0023_04/LT0023_04_5_87.tif	final	MetaphaseAlignment	DP	8.0	0.06570338143051237	6.0	11.0	0.0011047806692392	0.0984663668398502	3
LT0023_04/LT0023_04_5_87.tif	final	Polylobed	CP	8.8	0.13277980214787088	6.0	12.0	4.514850382260286e-06	0.0095122237488005	5
LT0023_04/LT0023_04_5_87.tif	final	Polylobed	CP_and_DP	7.6	0.12297378382126445	5.0	12.0	0.0005974378273631	0.0159715093910031	5
LT0023_04/LT0023_04_5_87.tif	final	Polylobed	DP	5.6	0.1897628348222447	3.0	6.0	0.0332166646094266	0.0663282844454786	5
LT0023_04/LT0023_04_5_87.tif	shuffled	Anaphase	CP	12.0	0.0402190906821314	11.0	13.0	0.0315212114518389	0.0489169699124239	2
LT0023_04/LT0023_04_5_87.tif	shuffled	Anaphase	CP_and_DP	9.5	0.04296380040871305	8.25	10.75	0.032143890112876425	0.05378371070454968	2
LT0023_04/LT0023_04_5_87.tif	shuffled	Anaphase	DP	3.5	0.15709164175336812	2.25	4.75	0.08489663169909376	0.22928665180764246	2
LT0023_04/LT0023_04_5_87.tif	shuffled	Binuclear	CP	8.666666666666666	0.044238090634705934	6.5	10.0	0.0324438166347192	0.0573758497475908	3
LT0023_04/LT0023_04_5_87.tif	shuffled	Binuclear	CP_and_DP	5.666666666666667	0.09015921533313627	2.5	7.5	0.06639517615750855	0.13273078867555876	3
LT0023_04/LT0023_04_5_87.tif	shuffled	Binuclear	DP	8.666666666666666	0.00048548331439287506	5.5	12.0	0.00032361791885376256	0.00071757138017585	3
LT0023_04/LT0023_04_5_87.tif	shuffled	Interphase	CP	4.5	0.11053914821339146	2.0	5.75	0.07439006151438207	0.136676630437612	10
LT0023_04/LT0023_04_5_87.tif	shuffled	Interphase	CP_and_DP	8.0	0.11917528129198676	3.5	10.5	0.0231596442538066	0.12729179307414695	10
LT0023_04/LT0023_04_5_87.tif	shuffled	Interphase	DP	5.5	0.3439611640436844	1.0	7.75	0.0014647279567071	0.8361061412646904	10
LT0023_04/LT0023_04_5_87.tif	shuffled	Metaphase	CP	13.0	0.0481099776197591	12.5	14.0	0.042674988911112446	0.051418425369701856	3
LT0023_04/LT0023_04_5_87.tif	shuffled	Metaphase	CP_and_DP	8.666666666666666	0.053687468791276734	7.0	10.0	0.04185656651118245	0.06290075289988385	3
LT0023_04/LT0023_04_5_87.tif	shuffled	Metaphase	DP	7.0	0.053620260827681364	5.5	8.5	0.0332478703793231	0.07953132126850425	3
LT0023_04/LT0023_04_5_87.tif	shuffled	MetaphaseAlignment	CP	7.0	0.07190079516891514	5.5	8.0	0.06461783129685836	0.0809388615187373	3
LT0023_04/LT0023_04_5_87.tif	shuffled	MetaphaseAlignment	CP_and_DP	2.3333333333333335	0.10769729196416183	2.0	2.5	0.087706385739305	0.14446017474780765	3
LT0023_04/LT0023_04_5_87.tif	shuffled	MetaphaseAlignment	DP	8.666666666666666	0.0017189596105793299	8.5	9.0	0.0011506918627131445	0.0025733763062109997	3
LT0023_04/LT0023_04_5_87.tif	shuffled	Polylobed	CP	2.2	0.18909958191452234	1.0	3.0	0.1148218135235329	0.2325246483390585	5
LT0023_04/LT0023_04_5_87.tif	shuffled	Polylobed	CP_and_DP	5.6	0.06523696298922226	3.0	7.0	0.0316686593713401	0.0823045258490035	5
LT0023_04/LT0023_04_5_87.tif	shuffled	Polylobed	DP	7.0	0.051416627483289776	3.0	13.0	0.002815814863248	0.0719563810628852	5
LT0026_22/LT0026_22_199_13.tif	final	MetaphaseAlignment	CP	3.0	0.1889212338527016	2.0	3.0	0.1016518619027466	0.3095664747244964	5
LT0026_22/LT0026_22_199_13.tif	final	MetaphaseAlignment	CP_and_DP	1.2	0.5967548025568999	1.0	1.0	0.484584490609046	0.8635526214426575	5
LT0026_22/LT0026_22_199_13.tif	final	MetaphaseAlignment	DP	1.0	0.8217672212093436	1.0	1.0	0.7118910452551264	0.8999649120056407	5
LT0026_22/LT0026_22_199_13.tif	shuffled	MetaphaseAlignment	CP	9.2	0.033571036976290755	8.0	11.0	0.0230544549031022	0.0390969773150649	5
LT0026_22/LT0026_22_199_13.tif	shuffled	MetaphaseAlignment	CP_and_DP	9.0	0.02104412286636148	8.0	10.0	0.0142358751086443	0.0248070425136149	5
LT0026_22/LT0026_22_199_13.tif	shuffled	MetaphaseAlignment	DP	7.0	0.00734903656237048	5.0	8.0	0.0006815071339897	0.0123351484164754	5
LT0026_22/LT0026_22_258_25.tif	final	Interphase	CP	1.5833333333333333	0.5296841963508178	1.0	2.0	0.29181855675855445	0.8642697280091296	12
LT0026_22/LT0026_22_258_25.tif	final	Interphase	CP_and_DP	1.5	0.5760128705264178	1.0	2.0	0.38033324986948314	0.8177468094910363	12
LT0026_22/LT0026_22_258_25.tif	final	Interphase	DP	1.8333333333333333	0.37870713607361056	1.0	2.0	0.20127288927508924	0.4796361949298883	12
LT0026_22/LT0026_22_258_25.tif	shuffled	Interphase	CP	3.25	0.11681250003245436	2.5	4.0	0.0920286961423732	0.13582347836121073	12
LT0026_22/LT0026_22_258_25.tif	shuffled	Interphase	CP_and_DP	2.0	0.11844164529052965	1.75	2.0	0.11303614493443495	0.1325062527622852	12
LT0026_22/LT0026_22_258_25.tif	shuffled	Interphase	DP	8.666666666666666	0.02626442403648511	4.75	13.0	0.000787044478235975	0.006946825055994374	12
LT0026_22/LT0026_22_258_37.tif	final	Binuclear	CP	2.5	0.42579320396606585	1.75	3.25	0.24670672597893142	0.6048796819532003	2
LT0026_22/LT0026_22_258_37.tif	final	Binuclear	CP_and_DP	1.5	0.49517819836254523	1.25	1.75	0.27869219271782947	0.711664204007261	2
LT0026_22/LT0026_22_258_37.tif	final	Binuclear	DP	1.5	0.36602009589610335	1.25	1.75	0.1968462811431922	0.5351939106490146	2
LT0026_22/LT0026_22_258_37.tif	final	Polylobed	CP	3.0	0.0302195199284448	3.0	3.0	0.0302195199284448	0.0302195199284448	1
LT0026_22/LT0026_22_258_37.tif	final	Polylobed	CP_and_DP	6.0	0.0366310219650489	6.0	6.0	0.0366310219650489	0.0366310219650489	1
LT0026_22/LT0026_22_258_37.tif	final	Polylobed	DP	6.0	0.0171437110860463	6.0	6.0	0.0171437110860463	0.0171437110860463	1
LT0026_22/LT0026_22_258_37.tif	shuffled	Binuclear	CP	7.0	0.0991023328298571	5.5	8.5	0.0730057967138979	0.1251988689458163	2
LT0026_22/LT0026_22_258_37.tif	shuffled	Binuclear	CP_and_DP	12.5	0.0018735317800271998	11.75	13.25	0.00151639729862935	0.00223066626142505	2
LT0026_22/LT0026_22_258_37.tif	shuffled	Binuclear	DP	7.0	0.05247394898947375	5.5	8.5	0.04106443749321253	0.06388346048573498	2
LT0026_22/LT0026_22_258_37.tif	shuffled	Polylobed	CP	4.0	0.0811258064208621	4.0	4.0	0.0811258064208621	0.0811258064208621	1
LT0026_22/LT0026_22_258_37.tif	shuffled	Polylobed	CP_and_DP	15.0	0.0008402995911938	15.0	15.0	0.0008402995911938	0.0008402995911938	1
LT0026_22/LT0026_22_258_37.tif	shuffled	Polylobed	DP	6.0	0.0720772250194745	6.0	6.0	0.0720772250194745	0.0720772250194745	1
LT0026_22/LT0026_22_258_67.tif	final	Binuclear	CP	1.0	0.5869066600127666	1.0	1.0	0.566022232870133	0.6077910871554001	2
LT0026_22/LT0026_22_258_67.tif	final	Binuclear	CP_and_DP	2.0	0.4379221277468411	1.5	2.5	0.30331574047156445	0.5725285150221178	2
LT0026_22/LT0026_22_258_67.tif	final	Binuclear	DP	3.0	0.308322984702018	2.0	4.0	0.16960716346900143	0.44703880593503464	2
LT0026_22/LT0026_22_258_67.tif	final	Polylobed	CP	1.0	0.8306566915486696	1.0	1.0	0.7979412380002087	0.8952417371672894	3
LT0026_22/LT0026_22_258_67.tif	final	Polylobed	CP_and_DP	1.3333333333333333	0.5404822329527311	1.0	1.5	0.4494177410554844	0.671222305562633	3
LT0026_22/LT0026_22_258_67.tif	final	Polylobed	DP	2.6666666666666665	0.24422892182968858	2.0	3.5	0.03459480187068055	0.3633158594286203	3
LT0026_22/LT0026_22_258_67.tif	shuffled	Binuclear	CP	9.0	0.042260098380741754	8.5	9.5	0.03886433824479363	0.04565585851668987	2
LT0026_22/LT0026_22_258_67.tif	shuffled	Binuclear	CP_and_DP	8.0	0.022404171599305397	6.0	10.0	0.0132306907062598	0.031577652492351	2
LT0026_22/LT0026_22_258_67.tif	shuffled	Binuclear	DP	9.5	0.01319075829673515	9.25	9.75	0.011743297966895425	0.014638218626574875	2
LT0026_22/LT0026_22_258_67.tif	shuffled	Polylobed	CP	7.0	0.0607980236063139	5.0	8.0	0.0519038768952572	0.06982843154490335	3
LT0026_22/LT0026_22_258_67.tif	shuffled	Polylobed	CP_and_DP	10.666666666666666	0.052065475309187564	9.0	14.0	0.005774274682966749	0.07663585819270649	3
LT0026_22/LT0026_22_258_67.tif	shuffled	Polylobed	DP	8.0	0.024815708623147702	6.0	10.5	0.00409610806295365	0.0365530655413507	3
LT0026_22/LT0026_22_258_85.tif	final	Apoptosis	CP	4.666666666666667	0.3258325173244452	2.0	6.5	0.1318627663961355	0.48842156548359106	3
LT0026_22/LT0026_22_258_85.tif	final	Apoptosis	CP_and_DP	5.666666666666667	0.38420537421695394	1.5	8.0	0.10845241730876085	0.575637009193285	3
LT0026_22/LT0026_22_258_85.tif	final	Apoptosis	DP	4.666666666666667	0.27145422978459205	1.0	6.5	0.19755216386250982	0.4027296000538051	3
LT0026_22/LT0026_22_258_85.tif	final	Binuclear	CP	8.0	0.4104264073676943	4.5	11.5	0.20521320368665213	0.6156396110487365	2
LT0026_22/LT0026_22_258_85.tif	final	Binuclear	CP_and_DP	7.5	0.2624754383478856	4.25	10.75	0.1312435084324849	0.39370736826328634	2
LT0026_22/LT0026_22_258_85.tif	final	Binuclear	DP	6.0	0.1370036715263417	3.5	8.5	0.06908266551792776	0.20492467753475568	2
LT0026_22/LT0026_22_258_85.tif	final	Polylobed	CP	1.0	0.7594658385158091	1.0	1.0	0.7594658385158091	0.7594658385158091	1
LT0026_22/LT0026_22_258_85.tif	final	Polylobed	CP_and_DP	1.0	0.6045804515976608	1.0	1.0	0.6045804515976608	0.6045804515976608	1
LT0026_22/LT0026_22_258_85.tif	final	Polylobed	DP	1.0	0.6464887574508749	1.0	1.0	0.6464887574508749	0.6464887574508749	1
LT0026_22/LT0026_22_258_85.tif	shuffled	Apoptosis	CP	3.3333333333333335	0.13812739273019797	2.0	4.5	0.10565257341597575	0.1685356576120647	3
LT0026_22/LT0026_22_258_85.tif	shuffled	Apoptosis	CP_and_DP	12.0	0.002145922147739	10.5	13.0	0.0013805113837559002	0.00304159818933915	3
LT0026_22/LT0026_22_258_85.tif	shuffled	Apoptosis	DP	6.333333333333333	0.23348742166581216	2.0	9.0	0.0065763582351480495	0.349989160885972	3
LT0026_22/LT0026_22_258_85.tif	shuffled	Binuclear	CP	6.5	0.08611659108283005	5.75	7.25	0.06635036413003417	0.10588281803562594	2
LT0026_22/LT0026_22_258_85.tif	shuffled	Binuclear	CP_and_DP	11.0	0.0006826490883908	10.5	11.5	0.0004668617537969	0.0008984364229847001	2
LT0026_22/LT0026_22_258_85.tif	shuffled	Binuclear	DP	7.0	0.02239048454231425	5.5	8.5	0.011475627831894424	0.03330534125273407	2
LT0026_22/LT0026_22_258_85.tif	shuffled	Polylobed	CP	1.0	0.1935334874304298	1.0	1.0	0.1935334874304298	0.1935334874304298	1
LT0026_22/LT0026_22_258_85.tif	shuffled	Polylobed	CP_and_DP	3.0	0.1313335149680592	3.0	3.0	0.1313335149680592	0.1313335149680592	1
LT0026_22/LT0026_22_258_85.tif	shuffled	Polylobed	DP	1.0	0.978940911428342	1.0	1.0	0.978940911428342	0.978940911428342	1
LT0026_22/LT0026_22_258_95.tif	final	Apoptosis	CP	4.0	0.256834818921389	1.75	4.75	0.004861970679335401	0.34958815970050355	4
LT0026_22/LT0026_22_258_95.tif	final	Apoptosis	CP_and_DP	3.25	0.5320912373690374	1.0	3.75	0.2679295518234366	0.8546725955959323	4
LT0026_22/LT0026_22_258_95.tif	final	Apoptosis	DP	3.25	0.5709336706982359	1.0	3.25	0.3540521290651931	0.8634864240976923	4
LT0026_22/LT0026_22_258_95.tif	final	Binuclear	CP	2.0	0.1347337348354781	2.0	2.0	0.1347337348354781	0.1347337348354781	1
LT0026_22/LT0026_22_258_95.tif	final	Binuclear	CP_and_DP	3.0	0.1830979643464733	3.0	3.0	0.1830979643464733	0.1830979643464733	1
LT0026_22/LT0026_22_258_95.tif	final	Binuclear	DP	4.0	0.0576589367257242	4.0	4.0	0.0576589367257242	0.0576589367257242	1
